Column1,Air temperature _K_,Process temperature _K_,Rotational speed _rpm_,Torque _Nm_,Tool wear _min_,Type_H,Type_L,Type_M,Machine failure_RF
1201,-1.552341847,-1.351765201,0.66503312,0.101629792,-0.533393337,FALSE,TRUE,FALSE,0
1202,-1.502345813,-1.284364316,-1.025106486,1.144922919,-0.501971974,FALSE,FALSE,TRUE,0
1203,-1.502345813,-1.284364316,-0.718315468,0.763719661,-0.454839931,TRUE,FALSE,FALSE,0
1204,-1.552341847,-1.351765201,-0.099155415,-0.550428413,-0.376286525,FALSE,TRUE,FALSE,0
1205,-1.602337881,-1.351765201,-0.93585819,1.455904524,-0.344865163,FALSE,TRUE,FALSE,0
1206,-1.552341847,-1.351765201,-1.23149317,1.355587877,-0.3134438,TRUE,FALSE,FALSE,0
1207,-1.502345813,-1.284364316,0.190901547,-0.510301754,-0.234890394,FALSE,FALSE,TRUE,0
1208,-1.502345813,-1.284364316,-0.277652007,0.412611397,-0.187758351,FALSE,TRUE,FALSE,0
1209,-1.502345813,-1.284364316,5.584845437,-2.677141325,-0.156336988,TRUE,FALSE,FALSE,0
1210,-1.502345813,-1.284364316,-0.009907119,-0.099003502,-0.077783583,FALSE,TRUE,FALSE,0
1211,-1.552341847,-1.351765201,-0.684847357,0.693498008,-0.04636222,TRUE,FALSE,FALSE,0
1212,-1.552341847,-1.419166087,-1.002794412,1.656537818,0.032191186,FALSE,TRUE,FALSE,0
1213,-1.602337881,-1.486566973,0.06818514,-0.109035167,0.063612548,FALSE,FALSE,TRUE,0
1214,-1.602337881,-1.486566973,0.865841786,-0.700903383,0.110744592,FALSE,FALSE,TRUE,0
1215,-1.602337881,-1.419166087,0.949512063,-1.162359958,0.157876635,FALSE,TRUE,FALSE,0
1216,-1.552341847,-1.351765201,-0.138201544,0.101629792,0.189297998,FALSE,TRUE,FALSE,0
1217,-1.502345813,-1.284364316,-0.467304636,0.352421409,0.22071936,FALSE,TRUE,FALSE,0
1218,-1.502345813,-1.21696343,0.910465934,-0.931631671,0.252140722,FALSE,FALSE,TRUE,0
1219,-1.552341847,-1.284364316,-1.013950449,0.181883109,0.299272766,FALSE,FALSE,TRUE,0
1220,-1.502345813,-1.21696343,0.213213621,-1.062043311,0.346404809,FALSE,TRUE,FALSE,0
1221,-1.502345813,-1.149562545,-0.779673672,0.643339685,0.377826172,FALSE,FALSE,TRUE,0
1222,-1.502345813,-1.149562545,-0.779673672,1.907329435,0.424958215,FALSE,TRUE,FALSE,0
1223,-1.502345813,-1.149562545,-0.260917951,0.813877984,0.456379578,FALSE,TRUE,FALSE,0
1224,-1.45234978,-1.149562545,1.250725062,-1.433214905,0.48780094,FALSE,TRUE,FALSE,0
1225,-1.45234978,-1.149562545,-0.260917951,0.151788115,0.519222302,TRUE,FALSE,FALSE,0
1226,-1.45234978,-1.082161659,-0.283230025,0.252104762,0.597775708,FALSE,TRUE,FALSE,0
1227,-1.45234978,-1.082161659,-0.651379246,0.211978103,0.629197071,FALSE,TRUE,FALSE,0
1228,-1.45234978,-1.082161659,0.246681732,-0.179256819,0.660618433,FALSE,FALSE,TRUE,0
1229,-1.45234978,-1.082161659,-1.309585429,1.355587877,0.707750477,FALSE,TRUE,FALSE,0
1230,-1.45234978,-1.082161659,1.903353227,-1.653911528,0.739171839,FALSE,FALSE,TRUE,0
1231,-1.402353746,-1.014760773,0.363820121,0.071534798,0.786303883,FALSE,FALSE,TRUE,0
1232,-1.402353746,-0.947359888,-0.216293803,-0.289605131,0.833435926,FALSE,TRUE,FALSE,0
1233,-1.402353746,-1.014760773,-0.974904319,1.566252835,0.864857288,FALSE,FALSE,TRUE,0
1234,-1.402353746,-1.014760773,5.027043587,-2.606919673,0.911989332,TRUE,FALSE,FALSE,0
1235,-1.45234978,-1.082161659,0.642721046,-0.861410018,0.990542738,TRUE,FALSE,FALSE,0
1236,-1.45234978,-1.082161659,-1.002794412,0.663403014,1.069096144,TRUE,FALSE,FALSE,0
1237,-1.45234978,-1.082161659,-0.205137766,-0.269541802,1.14764955,FALSE,FALSE,TRUE,0
1238,-1.45234978,-1.082161659,0.425178324,-0.741030042,1.194781593,FALSE,FALSE,TRUE,0
1239,-1.402353746,-1.014760773,-0.316698136,-0.068908508,1.241913637,TRUE,FALSE,FALSE,0
1240,-1.402353746,-0.947359888,0.542316713,-0.871441682,1.320467043,FALSE,TRUE,FALSE,0
1241,-1.45234978,-1.014760773,0.458646435,-0.761093371,1.351888405,FALSE,FALSE,TRUE,0
1242,-1.45234978,-1.082161659,-0.394790395,0.442706391,1.399020449,FALSE,TRUE,FALSE,0
1243,-1.45234978,-1.082161659,-0.595599061,1.345556212,1.430441811,FALSE,FALSE,TRUE,0
1244,-1.45234978,-1.082161659,1.044338378,-1.162359958,1.477573855,FALSE,TRUE,FALSE,0
1245,-1.45234978,-1.082161659,0.274571825,-0.660776724,1.508995217,FALSE,FALSE,TRUE,0
1246,-1.402353746,-1.014760773,0.637143027,-0.670808389,1.55612726,TRUE,FALSE,FALSE,0
1247,-1.402353746,-1.014760773,-0.143779563,0.292231421,1.634680666,FALSE,TRUE,FALSE,0
1248,-1.402353746,-0.947359888,-0.277652007,0.021376474,1.666102029,FALSE,TRUE,FALSE,0
1249,-1.352357712,-0.879959002,-0.400368414,-0.319700125,1.697523391,FALSE,TRUE,FALSE,0
1250,-1.352357712,-0.879959002,0.057029103,-0.389921778,1.728944753,FALSE,TRUE,FALSE,0
1251,-1.302361679,-0.812558117,-1.002794412,0.874067972,1.760366116,FALSE,FALSE,TRUE,0
1252,-1.252365645,-0.812558117,-0.032219193,0.151788115,1.807498159,FALSE,TRUE,FALSE,0
1253,-1.252365645,-0.812558117,-1.281695337,1.736791135,-1.695983744,FALSE,TRUE,FALSE,0
1254,-1.252365645,-0.812558117,-0.606755098,0.944289625,-1.664562382,TRUE,FALSE,FALSE,0
1255,-1.252365645,-0.745157231,-0.668113302,1.074701266,-1.586008976,TRUE,FALSE,FALSE,0
1256,-1.252365645,-0.745157231,-0.021063156,-0.229415143,-1.50745557,FALSE,FALSE,TRUE,0
1257,-1.252365645,-0.745157231,-0.405946432,0.302263085,-1.460323527,FALSE,TRUE,FALSE,0
1258,-1.252365645,-0.745157231,-0.623489154,1.044606272,-1.428902164,FALSE,TRUE,FALSE,0
1259,-1.252365645,-0.745157231,-1.443457873,0.854004643,-1.397480802,FALSE,FALSE,TRUE,0
1260,-1.202369612,-0.677756345,-0.060109285,-0.620650065,-1.350348758,FALSE,TRUE,FALSE,0
1261,-1.202369612,-0.677756345,1.931243319,-1.483373228,-1.318927396,TRUE,FALSE,FALSE,0
1262,-1.102377544,-0.542954574,0.609252935,-0.700903383,-1.24037399,TRUE,FALSE,FALSE,0
1263,-1.102377544,-0.542954574,-0.774095653,1.696664476,-1.161820584,FALSE,TRUE,FALSE,0
1264,-1.102377544,-0.475553688,3.928173942,-2.436381373,-1.130399222,FALSE,FALSE,TRUE,0
1265,-1.052381511,-0.408152803,0.10723127,-0.430048436,-1.083267178,FALSE,TRUE,FALSE,0
1266,-1.002385477,-0.273351032,0.525582657,-0.520333419,-1.051845816,FALSE,TRUE,FALSE,0
1267,-0.952389443,-0.273351032,0.057029103,-0.129098496,-1.020424453,FALSE,FALSE,TRUE,0
1268,-1.002385477,-0.340751917,-0.238605877,0.583149697,-0.97329241,FALSE,TRUE,FALSE,0
1269,-0.952389443,-0.340751917,-0.400368414,0.181883109,-0.941871048,FALSE,TRUE,FALSE,0
1270,-1.002385477,-0.408152803,-1.465769947,2.599514298,-0.910449685,FALSE,FALSE,TRUE,0
1271,-1.002385477,-0.408152803,-0.272073988,0.051471468,-0.863317642,TRUE,FALSE,FALSE,0
1272,-1.002385477,-0.408152803,0.129543344,-0.189288484,-0.784764236,TRUE,FALSE,FALSE,0
1273,-0.952389443,-0.408152803,-0.790829709,0.823909649,-0.70621083,FALSE,TRUE,FALSE,0
1274,-0.952389443,-0.340751917,-0.048953248,0.021376474,-0.674789467,TRUE,FALSE,FALSE,0
1275,-0.952389443,-0.408152803,-0.986060356,0.763719661,-0.596236062,FALSE,FALSE,TRUE,0
1276,-0.90239341,-0.408152803,0.860263767,-0.560460077,-0.549104018,FALSE,FALSE,TRUE,0
1277,-0.90239341,-0.408152803,-0.729471505,0.653371349,-0.501971974,FALSE,FALSE,TRUE,0
1278,-0.90239341,-0.408152803,-0.78525169,1.295397889,-0.454839931,FALSE,TRUE,FALSE,0
1279,-0.852397376,-0.273351032,-0.04337523,0.01134481,-0.423418569,FALSE,FALSE,TRUE,0
1280,-0.852397376,-0.340751917,-0.099155415,-0.289605131,-0.376286525,TRUE,FALSE,FALSE,0
1281,-0.852397376,-0.340751917,-0.623489154,1.435841195,-0.297733119,TRUE,FALSE,FALSE,0
1282,-0.852397376,-0.408152803,0.040295048,-0.389921778,-0.219179713,FALSE,TRUE,FALSE,0
1283,-0.852397376,-0.408152803,-1.019528467,0.543023038,-0.187758351,FALSE,TRUE,FALSE,0
1284,-0.802401343,-0.340751917,3.426152277,-2.476508032,-0.156336988,FALSE,TRUE,FALSE,1
1285,-0.752405309,-0.273351032,-0.260917951,0.171851445,-0.124915626,FALSE,FALSE,TRUE,0
1286,-0.752405309,-0.273351032,0.241103714,0.031408139,-0.077783583,FALSE,TRUE,FALSE,0
1287,-0.752405309,-0.273351032,-0.668113302,0.151788115,-0.04636222,FALSE,TRUE,FALSE,0
1288,-0.752405309,-0.273351032,-0.545396895,0.823909649,-0.014940858,FALSE,FALSE,TRUE,0
1289,-0.702409275,-0.205950146,0.536738694,-0.7811567,0.032191186,FALSE,FALSE,TRUE,0
1290,-0.702409275,-0.205950146,-0.612333117,0.583149697,0.079323229,FALSE,TRUE,FALSE,0
1291,-0.702409275,-0.205950146,0.759859434,-1.162359958,0.110744592,FALSE,FALSE,TRUE,0
1292,-0.652413242,-0.205950146,1.836417005,-1.623816534,0.157876635,FALSE,FALSE,TRUE,0
1293,-0.652413242,-0.13854926,0.241103714,-0.660776724,0.205008679,TRUE,FALSE,FALSE,0
1294,-0.602417208,-0.071148375,-0.294386062,0.031408139,0.283562085,FALSE,TRUE,FALSE,0
1295,-0.652413242,-0.13854926,-0.762939616,1.435841195,0.314983447,FALSE,TRUE,FALSE,0
1296,-0.652413242,-0.071148375,0.458646435,-0.590555071,0.346404809,FALSE,TRUE,FALSE,0
1297,-0.602417208,-0.071148375,-0.617911135,0.242073097,0.377826172,FALSE,TRUE,FALSE,0
1298,-0.652413242,-0.13854926,-1.092042708,1.365619542,0.409247534,FALSE,FALSE,TRUE,0
1299,-0.652413242,-0.071148375,-0.45057058,0.021376474,0.456379578,FALSE,FALSE,TRUE,0
1300,-0.652413242,-0.13854926,-1.209181096,1.706696141,0.503511621,FALSE,TRUE,FALSE,0
1301,-0.652413242,-0.071148375,-0.311120118,-0.720966712,0.534932984,FALSE,TRUE,FALSE,0
1302,-0.702409275,-0.13854926,-0.188403711,0.573118032,0.566354346,FALSE,TRUE,FALSE,0
1303,-0.652413242,-0.071148375,0.302461917,0.252104762,0.597775708,FALSE,TRUE,FALSE,0
1304,-0.602417208,-0.003747489,3.11936126,-2.04514645,0.629197071,FALSE,TRUE,FALSE,0
1305,-0.602417208,-0.003747489,0.743125379,-0.961726665,0.660618433,FALSE,TRUE,FALSE,0
1306,-0.602417208,-0.003747489,-0.288808044,0.14175645,0.692039795,FALSE,TRUE,FALSE,0
1307,-0.602417208,-0.003747489,-0.645801228,0.211978103,0.723461158,FALSE,TRUE,FALSE,0
1308,-0.552421174,0.063653396,1.178210822,-1.503436558,0.75488252,FALSE,TRUE,FALSE,0
1309,-0.552421174,0.131054282,0.642721046,-0.891505012,0.786303883,FALSE,TRUE,FALSE,0
1310,-0.552421174,0.131054282,-0.22744984,1.024542943,0.817725245,FALSE,TRUE,FALSE,0
1311,-0.552421174,0.063653396,0.268993806,-0.981789994,0.849146607,FALSE,TRUE,FALSE,0
1312,-0.552421174,0.063653396,-0.366900303,0.262136427,0.88056797,FALSE,TRUE,FALSE,0
1313,-0.552421174,0.131054282,-1.002794412,1.696664476,0.911989332,FALSE,TRUE,FALSE,0
1314,-0.502425141,0.198455168,0.536738694,-0.550428413,0.943410694,FALSE,FALSE,TRUE,0
1315,-0.502425141,0.198455168,-0.104733433,0.502896379,0.990542738,FALSE,TRUE,FALSE,0
1316,-0.502425141,0.198455168,-0.177247674,-0.32973179,1.0219641,FALSE,TRUE,FALSE,0
1317,-0.502425141,0.198455168,-0.617911135,0.63330802,1.053385463,FALSE,TRUE,FALSE,0
1318,-0.502425141,0.198455168,0.241103714,-0.670808389,1.084806825,FALSE,FALSE,TRUE,0
1319,-0.502425141,0.198455168,2.176676133,-1.563626546,1.131938869,FALSE,TRUE,FALSE,0
1320,-0.502425141,0.198455168,0.006826937,-0.189288484,1.163360231,FALSE,FALSE,TRUE,0
1321,-0.552421174,0.131054282,-0.986060356,1.305429554,1.210492274,FALSE,TRUE,FALSE,0
1322,-0.552421174,0.063653396,-0.484038691,0.994447948,1.241913637,TRUE,FALSE,FALSE,0
1323,-0.552421174,0.063653396,-0.991638375,1.175017913,1.320467043,FALSE,TRUE,FALSE,0
1324,-0.602417208,0.063653396,-1.649844558,3.46223746,1.351888405,FALSE,FALSE,TRUE,1
1325,-0.602417208,0.063653396,0.157433436,-0.319700125,1.399020449,TRUE,FALSE,FALSE,0
1326,-0.552421174,0.131054282,-0.71273745,0.653371349,1.477573855,FALSE,TRUE,FALSE,0
1327,-0.602417208,0.131054282,1.535204006,-1.322866593,1.508995217,FALSE,TRUE,FALSE,0
1328,-0.602417208,0.063653396,1.005292248,-1.1222333,1.540416579,FALSE,FALSE,TRUE,0
1329,-0.602417208,0.131054282,0.692923212,-0.961726665,1.587548623,TRUE,FALSE,FALSE,0
1330,-0.552421174,0.131054282,0.876997823,-0.981789994,1.666102029,FALSE,TRUE,FALSE,0
1331,-0.552421174,0.131054282,1.29534921,-1.322866593,1.697523391,TRUE,FALSE,FALSE,0
1332,-0.502425141,0.198455168,1.836417005,-1.603753204,1.776076797,FALSE,TRUE,FALSE,0
1333,-0.502425141,0.198455168,0.10723127,-0.46014343,1.807498159,FALSE,FALSE,TRUE,0
1334,-0.502425141,0.265856053,-0.969326301,0.914194631,1.854630203,FALSE,TRUE,FALSE,1
1335,-0.502425141,0.265856053,-0.93585819,1.385682871,1.886051565,FALSE,TRUE,FALSE,1
1336,-0.552421174,0.198455168,0.246681732,-0.741030042,1.917472928,FALSE,TRUE,FALSE,0
1337,-0.652413242,0.131054282,0.414022287,-0.399953442,-1.695983744,TRUE,FALSE,FALSE,0
1338,-0.702409275,0.063653396,1.016448285,-1.282739934,-1.617430338,FALSE,TRUE,FALSE,0
1339,-0.702409275,0.131054282,0.720813305,-0.851378353,-1.586008976,FALSE,FALSE,TRUE,0
1340,-0.702409275,0.131054282,0.168589473,-0.369858448,-1.538876933,FALSE,TRUE,FALSE,0
1341,-0.702409275,0.131054282,-1.175712985,1.054637937,-1.50745557,FALSE,FALSE,TRUE,0
1342,-0.702409275,0.063653396,0.319195973,-0.700903383,-1.460323527,FALSE,FALSE,TRUE,0
1343,-0.752405309,0.131054282,0.765437453,-0.730998377,-1.413191483,FALSE,TRUE,FALSE,0
1344,-0.752405309,0.063653396,1.507313913,-1.112201635,-1.381770121,FALSE,TRUE,FALSE,0
1345,-0.752405309,-0.003747489,1.479423821,-1.393088246,-1.350348758,FALSE,TRUE,FALSE,0
1346,-0.702409275,0.063653396,-0.032219193,-0.610618401,-1.318927396,FALSE,TRUE,FALSE,0
1347,-0.652413242,0.131054282,0.994136211,-1.27270827,-1.287506034,FALSE,TRUE,FALSE,0
1348,-0.652413242,0.131054282,-0.980482338,0.553054702,-1.256084671,FALSE,TRUE,FALSE,0
1349,-0.652413242,0.131054282,-0.762939616,0.593181361,-1.224663309,FALSE,TRUE,FALSE,0
1350,-0.652413242,0.131054282,-0.573286987,0.753687996,-1.193241946,FALSE,TRUE,FALSE,0
1351,-0.652413242,0.131054282,-0.076843341,0.372484738,-1.161820584,FALSE,TRUE,FALSE,0
1352,-0.652413242,0.131054282,0.33035201,-0.670808389,-1.130399222,FALSE,FALSE,TRUE,0
1353,-0.702409275,0.063653396,-0.528662839,0.813877984,-1.083267178,FALSE,FALSE,TRUE,0
1354,-0.702409275,-0.003747489,-1.142244874,0.80384632,-1.036135135,FALSE,TRUE,FALSE,0
1355,-0.702409275,-0.003747489,0.793327545,-0.450111766,-1.004713772,FALSE,FALSE,TRUE,0
1356,-0.702409275,-0.071148375,0.302461917,-0.259510137,-0.957581729,FALSE,TRUE,FALSE,0
1357,-0.702409275,-0.071148375,-0.433836525,0.573118032,-0.926160366,FALSE,TRUE,FALSE,0
1358,-0.652413242,0.063653396,0.860263767,-0.811251694,-0.894739004,FALSE,FALSE,TRUE,0
1359,-0.652413242,0.131054282,-0.751783579,1.034574607,-0.84760696,FALSE,TRUE,FALSE,0
1360,-0.602417208,0.131054282,0.938356026,-1.242613276,-0.816185598,TRUE,FALSE,FALSE,0
1361,-0.702409275,0.063653396,-0.45057058,0.191914774,-0.737632192,FALSE,FALSE,TRUE,0
1362,-0.702409275,-0.003747489,-0.121467489,0.121693121,-0.690500149,FALSE,TRUE,FALSE,0
1363,-0.652413242,0.063653396,-0.590021043,1.465936189,-0.659078786,FALSE,TRUE,FALSE,0
1364,-0.652413242,0.131054282,0.151855418,-0.690871718,-0.627657424,FALSE,TRUE,FALSE,0
1365,-0.652413242,0.063653396,0.765437453,-0.650745059,-0.596236062,FALSE,TRUE,FALSE,0
1366,-0.652413242,0.063653396,-0.952592245,1.686632812,-0.564814699,FALSE,FALSE,TRUE,0
1367,-0.602417208,0.131054282,0.235525695,-0.249478472,-0.517682656,FALSE,FALSE,TRUE,0
1368,-0.602417208,0.198455168,0.943934045,-1.292771599,-0.470550612,TRUE,FALSE,FALSE,0
1369,-0.652413242,0.198455168,-0.322276155,0.151788115,-0.391997206,FALSE,FALSE,TRUE,0
1370,-0.652413242,0.198455168,-0.48961671,0.001313145,-0.344865163,FALSE,TRUE,FALSE,0
1371,-0.652413242,0.198455168,-0.244183896,-0.129098496,-0.3134438,FALSE,FALSE,TRUE,0
1372,-0.602417208,0.198455168,0.190901547,0.181883109,-0.266311757,FALSE,FALSE,TRUE,0
1373,-0.602417208,0.198455168,-0.963748282,1.907329435,-0.219179713,FALSE,FALSE,TRUE,0
1374,-0.602417208,0.198455168,0.079341177,-0.319700125,-0.17204767,FALSE,TRUE,FALSE,0
1375,-0.602417208,0.198455168,-0.060109285,-0.289605131,-0.140626307,FALSE,FALSE,TRUE,0
1376,-0.602417208,0.131054282,-0.065687304,-0.881473347,-0.093494264,FALSE,FALSE,TRUE,0
1377,-0.602417208,0.131054282,-0.433836525,0.673434679,-0.04636222,FALSE,TRUE,FALSE,0
1378,-0.602417208,0.131054282,-0.467304636,0.492864714,-0.014940858,TRUE,FALSE,FALSE,0
1379,-0.652413242,0.063653396,0.453068417,-0.520333419,0.063612548,FALSE,TRUE,FALSE,0
1380,-0.652413242,0.063653396,1.379019488,-1.232581611,0.09503391,FALSE,TRUE,FALSE,0
1381,-0.602417208,0.131054282,0.246681732,-0.430048436,0.126455273,FALSE,FALSE,TRUE,0
1382,-0.602417208,0.063653396,0.637143027,-0.971758329,0.173587316,FALSE,TRUE,FALSE,0
1383,-0.552421174,0.131054282,-1.15897893,0.904162966,0.205008679,FALSE,FALSE,TRUE,0
1384,-0.552421174,0.198455168,-0.305542099,0.382516403,0.252140722,FALSE,TRUE,FALSE,0
1385,-0.552421174,0.131054282,0.358242102,-0.389921778,0.283562085,FALSE,FALSE,TRUE,0
1386,-0.552421174,0.131054282,-0.523084821,0.001313145,0.330694128,FALSE,TRUE,FALSE,0
1387,-0.552421174,0.063653396,1.585406172,-1.393088246,0.362115491,FALSE,TRUE,FALSE,0
1388,-0.552421174,0.063653396,-0.26649597,0.532991373,0.393536853,TRUE,FALSE,FALSE,0
1389,-0.552421174,0.131054282,-0.032219193,0.282199756,0.472090259,FALSE,TRUE,FALSE,0
1390,-0.552421174,0.131054282,-0.723893487,1.485999518,0.503511621,FALSE,TRUE,FALSE,0
1391,-0.552421174,0.131054282,6.683715081,-3.128566236,0.534932984,FALSE,TRUE,FALSE,1
1392,-0.502425141,0.198455168,-0.249761914,0.663403014,0.566354346,FALSE,FALSE,TRUE,0
1393,-0.452429107,0.265856053,0.308039936,-0.670808389,0.613486389,FALSE,TRUE,FALSE,0
1394,-0.452429107,0.265856053,-0.065687304,0.402579732,0.644907752,FALSE,TRUE,FALSE,0
1395,-0.452429107,0.265856053,-0.484038691,-0.028781849,0.676329114,FALSE,TRUE,FALSE,0
1396,-0.502425141,0.198455168,-0.311120118,-0.078940173,0.707750477,FALSE,TRUE,FALSE,0
1397,-0.452429107,0.131054282,0.168589473,-0.179256819,0.739171839,FALSE,TRUE,FALSE,0
1398,-0.452429107,0.198455168,-0.372478321,0.663403014,0.770593201,FALSE,TRUE,FALSE,0
1399,-0.502425141,0.131054282,-0.032219193,0.352421409,0.802014564,FALSE,TRUE,FALSE,0
1400,-0.552421174,0.063653396,-0.963748282,2.278501028,0.833435926,TRUE,FALSE,FALSE,0
1401,-0.552421174,0.131054282,-0.037797211,-0.229415143,0.911989332,TRUE,FALSE,FALSE,0
1402,-0.552421174,0.063653396,-1.259383263,1.686632812,0.990542738,FALSE,FALSE,TRUE,0
1403,-0.502425141,0.131054282,-0.930280171,0.80384632,1.037674781,FALSE,TRUE,FALSE,0
1404,-0.552421174,0.063653396,0.090497214,0.061503133,1.069096144,FALSE,FALSE,TRUE,0
1405,-0.552421174,0.063653396,-0.807563764,0.272168091,1.116228187,FALSE,TRUE,FALSE,0
1406,-0.552421174,0.063653396,-0.539818876,0.80384632,1.14764955,FALSE,TRUE,FALSE,0
1407,-0.552421174,-0.003747489,0.140699381,-0.620650065,1.179070912,FALSE,TRUE,FALSE,0
1408,-0.552421174,-0.003747489,-0.484038691,0.894131302,1.210492274,FALSE,TRUE,FALSE,0
1409,-0.552421174,0.063653396,-0.405946432,0.252104762,1.241913637,FALSE,TRUE,FALSE,0
1410,-0.552421174,0.063653396,-0.389212377,1.325492883,1.273334999,FALSE,FALSE,TRUE,0
1411,-0.552421174,0.063653396,2.260346411,-1.663943192,1.320467043,FALSE,TRUE,FALSE,0
1412,-0.602417208,-0.071148375,-0.690425376,1.325492883,1.351888405,FALSE,FALSE,TRUE,0
1413,-0.652413242,-0.13854926,-0.060109285,-0.32973179,1.399020449,FALSE,FALSE,TRUE,0
1414,-0.652413242,-0.13854926,0.174167492,0.211978103,1.446152492,FALSE,FALSE,TRUE,0
1415,-0.652413242,-0.071148375,0.436334361,-0.700903383,1.493284536,FALSE,TRUE,FALSE,0
1416,-0.652413242,-0.071148375,3.035690982,-2.185589756,1.524705898,FALSE,FALSE,TRUE,0
1417,-0.652413242,-0.071148375,0.012404955,-0.149161825,1.571837942,FALSE,TRUE,FALSE,0
1418,-0.602417208,-0.071148375,-1.220337133,0.743656331,1.603259304,FALSE,TRUE,FALSE,0
1419,-0.652413242,-0.13854926,-1.030684504,1.335524548,1.634680666,FALSE,TRUE,FALSE,1
1420,-0.602417208,-0.071148375,-0.244183896,-0.48020676,1.666102029,FALSE,FALSE,TRUE,0
1421,-0.652413242,-0.13854926,0.280149843,-0.821283359,1.713234072,FALSE,TRUE,FALSE,0
1422,-0.652413242,-0.13854926,-0.048953248,-0.450111766,-1.695983744,FALSE,TRUE,FALSE,0
1423,-0.652413242,-0.13854926,0.001248918,-0.660776724,-1.664562382,FALSE,TRUE,FALSE,0
1424,-0.652413242,-0.205950146,-0.428258506,0.683466343,-1.63314102,FALSE,TRUE,FALSE,0
1425,-0.702409275,-0.205950146,-1.019528467,1.4057462,-1.601719657,FALSE,TRUE,FALSE,0
1426,-0.652413242,-0.205950146,0.464224454,-0.540396748,-1.570298295,FALSE,FALSE,TRUE,0
1427,-0.652413242,-0.13854926,-0.807563764,0.031408139,-1.523166251,FALSE,TRUE,FALSE,0
1428,-0.602417208,-0.071148375,0.163011455,-0.63068173,-1.491744889,FALSE,TRUE,FALSE,0
1429,-0.552421174,-0.003747489,-0.461726617,0.382516403,-1.460323527,FALSE,FALSE,TRUE,0
1430,-0.552421174,-0.003747489,-0.89681206,0.93425796,-1.413191483,FALSE,TRUE,FALSE,0
1431,-0.552421174,-0.071148375,-0.751783579,0.14175645,-1.381770121,FALSE,FALSE,TRUE,0
1432,-0.602417208,-0.13854926,-0.567708969,0.282199756,-1.334638077,FALSE,TRUE,FALSE,0
1433,-0.602417208,-0.13854926,-0.980482338,0.402579732,-1.303216715,FALSE,TRUE,FALSE,0
1434,-0.602417208,-0.13854926,-0.902390079,0.964352954,-1.271795352,FALSE,FALSE,TRUE,0
1435,-0.602417208,-0.071148375,-0.071265322,0.211978103,-1.224663309,TRUE,FALSE,FALSE,0
1436,-0.602417208,-0.13854926,-0.160513618,0.422643062,-1.146109903,TRUE,FALSE,FALSE,0
1437,-0.602417208,-0.071148375,-0.556552932,0.522959708,-1.067556497,TRUE,FALSE,FALSE,1
1438,-0.602417208,-0.071148375,-0.316698136,-0.088971837,-0.989003091,FALSE,TRUE,FALSE,0
1439,-0.602417208,-0.13854926,-0.026641174,-0.299636796,-0.957581729,FALSE,FALSE,TRUE,0
1440,-0.602417208,-0.071148375,1.128008655,-1.232581611,-0.910449685,FALSE,FALSE,TRUE,0
1441,-0.602417208,-0.071148375,0.062607122,-0.119066831,-0.863317642,FALSE,TRUE,FALSE,0
1442,-0.602417208,-0.003747489,-0.294386062,-0.149161825,-0.831896279,FALSE,FALSE,TRUE,0
1443,-0.552421174,0.063653396,0.352664084,-0.179256819,-0.784764236,FALSE,TRUE,FALSE,0
1444,-0.502425141,0.131054282,-0.344588229,-0.209351813,-0.753342873,FALSE,TRUE,FALSE,0
1445,-0.502425141,0.063653396,0.44191238,-1.082106641,-0.721921511,FALSE,TRUE,FALSE,0
1446,-0.502425141,0.131054282,0.497692565,-0.420016772,-0.690500149,FALSE,FALSE,TRUE,0
1447,-0.502425141,0.198455168,0.687345194,-0.640713395,-0.643368105,FALSE,FALSE,TRUE,0
1448,-0.502425141,0.198455168,0.659455101,-0.901536677,-0.596236062,FALSE,FALSE,TRUE,0
1449,-0.502425141,0.265856053,0.771015471,-0.921600006,-0.549104018,TRUE,FALSE,FALSE,0
1450,-0.502425141,0.198455168,-0.511928784,-0.00871852,-0.470550612,FALSE,FALSE,TRUE,0
1451,-0.552421174,0.265856053,1.63003032,-1.463309899,-0.423418569,FALSE,TRUE,FALSE,0
1452,-0.502425141,0.198455168,0.252259751,-0.560460077,-0.391997206,FALSE,TRUE,FALSE,0
1453,-0.452429107,0.265856053,-0.495194728,0.091598127,-0.360575844,FALSE,TRUE,FALSE,0
1454,-0.452429107,0.265856053,-0.617911135,0.693498008,-0.329154481,FALSE,TRUE,FALSE,0
1455,-0.502425141,0.265856053,-0.874499986,1.305429554,-0.297733119,FALSE,TRUE,FALSE,0
1456,-0.502425141,0.198455168,-0.210715785,0.302263085,-0.266311757,FALSE,TRUE,FALSE,0
1457,-0.502425141,0.198455168,-0.355744266,0.242073097,-0.234890394,FALSE,TRUE,FALSE,0
1458,-0.552421174,0.198455168,-0.974904319,1.4057462,-0.203469032,FALSE,TRUE,FALSE,0
1459,-0.502425141,0.198455168,-0.372478321,-0.389921778,-0.17204767,FALSE,TRUE,FALSE,0
1460,-0.502425141,0.198455168,-0.567708969,0.78378299,-0.140626307,FALSE,TRUE,FALSE,0
1461,-0.552421174,0.131054282,-0.26649597,0.512928044,-0.109204945,FALSE,TRUE,FALSE,0
1462,-0.552421174,0.131054282,0.932778008,-1.242613276,-0.077783583,FALSE,TRUE,FALSE,0
